"order_date",category,sku,"taxful_total_price","total_quantity"
"2019-11-10T04:14:53.000Z","[""Men's Accessories""]","[""ZO0607106071"",""ZO0470704707""]","113.98",2
"2019-11-10T04:13:26.000Z","[""Women's Shoes"",""Women's Clothing""]","[""ZO0673506735"",""ZO0213002130""]","96.98",2
"2019-11-10T03:56:10.000Z","[""Women's Clothing"",""Women's Accessories""]","[""ZO0057900579"",""ZO0211602116""]","42.98",2
"2019-11-10T03:47:31.000Z","[""Women's Clothing""]","[""ZO0218602186"",""ZO0501005010""]","37.98",2
"2019-11-10T03:40:19.000Z","[""Women's Clothing""]","[""ZO0221002210"",""ZO0268502685""]","53.98",2
"2019-11-10T03:20:10.000Z","[""Men's Clothing""]","[""ZO0291902919"",""ZO0617206172""]","18.98",2
"2019-11-10T03:05:46.000Z","[""Men's Clothing"",""Men's Accessories""]","[""ZO0298002980"",""ZO0313103131""]","47.98",2
"2019-11-10T02:54:14.000Z","[""Men's Clothing"",""Men's Shoes""]","[""ZO0613806138"",""ZO0403504035""]","60.98",2
"2019-11-10T02:36:58.000Z","[""Men's Clothing"",""Men's Accessories""]","[""ZO0415804158"",""ZO0460804608""]","39.98",2
"2019-11-10T02:34:05.000Z","[""Men's Clothing""]","[""ZO0622706227"",""ZO0525405254""]","48.98",2
"2019-11-10T02:26:53.000Z","[""Women's Clothing"",""Women's Shoes""]","[""ZO0234202342"",""ZO0245102451""]","119.98",2
"2019-11-10T02:22:34.000Z","[""Women's Clothing""]","[""ZO0711207112"",""ZO0646106461""]","25.98",2
"2019-11-10T01:48:00.000Z","[""Women's Clothing""]","[""ZO0179901799"",""ZO0637606376""]","23.98",2
"2019-11-10T01:48:00.000Z","[""Men's Clothing"",""Men's Shoes""]","[""ZO0478404784"",""ZO0521905219""]","61.98",2
"2019-11-10T01:37:55.000Z","[""Men's Clothing""]","[""ZO0534405344"",""ZO0619006190""]","41.98",2
"2019-11-10T01:32:10.000Z","[""Men's Clothing"",""Men's Shoes""]","[""ZO0130801308"",""ZO0402604026"",""ZO0630506305"",""ZO0297402974""]","107.96",4
"2019-11-10T01:29:17.000Z","[""Men's Clothing""]","[""ZO0436904369"",""ZO0290402904""]","70.98",2
"2019-11-10T01:24:58.000Z","[""Women's Clothing"",""Women's Shoes""]","[""ZO0487904879"",""ZO0027100271""]","49.98",2
"2019-11-10T01:16:19.000Z","[""Women's Shoes""]","[""ZO0364603646"",""ZO0018200182""]","134.98",2
"2019-11-10T01:04:48.000Z","[""Men's Clothing""]","[""ZO0121301213"",""ZO0294102941""]","25.98",2
"2019-11-10T00:46:05.000Z","[""Women's Clothing""]","[""ZO0493404934"",""ZO0640806408""]","21.98",2
"2019-11-10T00:41:46.000Z","[""Women's Shoes""]","[""ZO0001200012"",""ZO0251902519""]","99.98",2
"2019-11-10T00:41:46.000Z","[""Women's Clothing""]","[""ZO0045800458"",""ZO0503405034""]","52.98",2
"2019-11-10T00:31:41.000Z","[""Women's Shoes"",""Women's Accessories""]","[""ZO0376203762"",""ZO0303603036""]","80.98",2
"2019-11-10T00:30:14.000Z","[""Women's Clothing""]","[""ZO0348103481"",""ZO0164501645""]","50.98",2
"2019-11-10T00:14:24.000Z","[""Men's Clothing"",""Men's Shoes""]","[""ZO0424104241"",""ZO0394103941""]","109.98",2
"2019-11-10T00:14:24.000Z","[""Men's Clothing"",""Men's Accessories""]","[""ZO0444304443"",""ZO0596505965""]","31.98",2
"2019-11-10T00:12:58.000Z","[""Women's Shoes""]","[""ZO0009800098"",""ZO0362803628""]","149.98",2
"2019-11-10T00:07:12.000Z","[""Men's Clothing""]","[""ZO0539805398"",""ZO0554205542""]","64.98",2
"2019-11-10T00:00:00.000Z","[""Men's Clothing""]","[""ZO0452804528"",""ZO0453604536""]","53.98",2
"2019-11-09T23:57:07.000Z","[""Women's Clothing""]","[""ZO0036700367"",""ZO0054300543""]","39.98",2
"2019-11-09T23:34:05.000Z","[""Women's Accessories"",""Women's Clothing""]","[""ZO0090400904"",""ZO0100501005""]","46.98",2
"2019-11-09T23:32:38.000Z","[""Men's Clothing""]","[""ZO0423104231"",""ZO0438204382""]","45.98",2
"2019-11-09T23:19:41.000Z","[""Women's Clothing""]","[""ZO0181201812"",""ZO0266902669"",""ZO0231702317"",""ZO0055800558""]","79.96",4
"2019-11-09T23:05:17.000Z","[""Women's Accessories""]","[""ZO0097300973"",""ZO0196301963""]","34.98",2
"2019-11-09T22:58:05.000Z","[""Women's Clothing"",""Women's Shoes""]","[""ZO0344703447"",""ZO0031000310""]","65.98",2
"2019-11-09T22:48:00.000Z","[""Women's Shoes"",""Women's Clothing""]","[""ZO0244102441"",""ZO0169301693""]","116.98",2
"2019-11-09T22:32:10.000Z","[""Women's Clothing""]","[""ZO0335103351"",""ZO0043000430""]","99.98",2
"2019-11-09T22:24:58.000Z","[""Women's Shoes""]","[""ZO0238202382"",""ZO0237102371""]","129.98",2
"2019-11-09T22:24:58.000Z","[""Men's Clothing""]","[""ZO0277402774"",""ZO0288502885""]","63.98",2
"2019-11-09T22:13:26.000Z","[""Men's Clothing""]","[""ZO0120001200"",""ZO0286602866""]","64.98",2
"2019-11-09T22:04:48.000Z","[""Women's Accessories"",""Women's Clothing""]","[""ZO0307303073"",""ZO0161601616""]","96.98",2
"2019-11-09T22:00:29.000Z","[""Men's Clothing""]","[""ZO0625806258"",""ZO0297602976""]","70.98",2
"2019-11-09T21:41:46.000Z","[""Women's Clothing"",""Women's Accessories""]","[""ZO0656606566"",""ZO0186001860""]","41.98",2
"2019-11-09T21:38:53.000Z","[""Men's Clothing""]","[""ZO0562805628"",""ZO0622806228""]","36.98",2
"2019-11-09T21:24:29.000Z","[""Men's Clothing""]","[""ZO0479404794"",""ZO0525305253""]","41.98",2
"2019-11-09T21:23:02.000Z","[""Women's Accessories"",""Women's Clothing""]","[""ZO0087700877"",""ZO0330603306""]","74.98",2
"2019-11-09T21:08:38.000Z","[""Women's Clothing""]","[""ZO0710707107"",""ZO0038300383""]","46.98",2
"2019-11-09T20:48:29.000Z","[""Women's Accessories"",""Women's Shoes""]","[""ZO0306903069"",""ZO0320703207""]","66.98",2
"2019-11-09T20:47:02.000Z","[""Men's Clothing"",""Men's Accessories""]","[""ZO0415604156"",""ZO0461704617""]","44.98",2
"2019-11-09T20:29:46.000Z","[""Men's Shoes"",""Men's Clothing""]","[""ZO0254202542"",""ZO0288202882""]","199.98",2
"2019-11-09T20:24:00.000Z","[""Women's Clothing""]","[""ZO0062700627"",""ZO0054100541""]","37.98",2
"2019-11-09T20:22:34.000Z","[""Men's Clothing""]","[""ZO0536305363"",""ZO0282702827""]","53.98",2
"2019-11-09T20:18:14.000Z","[""Women's Clothing"",""Women's Shoes""]","[""ZO0264702647"",""ZO0000700007""]","31.98",2
"2019-11-09T20:18:14.000Z","[""Women's Clothing"",""Women's Accessories""]","[""ZO0070800708"",""ZO0084100841""]","44.98",2
"2019-11-09T19:58:05.000Z","[""Men's Clothing"",""Men's Accessories"",""Men's Shoes""]","[""ZO0476604766"",""ZO0462404624"",""ZO0258302583"",""ZO0658206582""]","110.96",4
"2019-11-09T19:40:48.000Z","[""Men's Shoes"",""Men's Accessories""]","[""ZO0390903909"",""ZO0126801268""]","97.98",2
"2019-11-09T19:30:43.000Z","[""Women's Clothing"",""Women's Shoes""]","[""ZO0653506535"",""ZO0322303223""]","85.98",2
"2019-11-09T19:19:12.000Z","[""Men's Shoes"",""Women's Accessories""]","[""ZO0690906909"",""ZO0319003190""]","121.98",2
"2019-11-09T19:17:46.000Z","[""Men's Accessories""]","[""ZO0470104701"",""ZO0600506005""]","107.98",2
"2019-11-09T19:13:26.000Z","[""Men's Clothing"",""Men's Accessories""]","[""ZO0576205762"",""ZO0602006020"",""ZO0281502815"",""ZO0111001110""]","97.96",4
"2019-11-09T19:09:07.000Z","[""Men's Shoes"",""Men's Clothing""]","[""ZO0403504035"",""ZO0623006230""]","109.98",2
"2019-11-09T19:00:29.000Z","[""Women's Clothing""]","[""ZO0328103281"",""ZO0224602246""]","50.98",2
"2019-11-09T18:41:46.000Z","[""Women's Clothing"",""Women's Shoes""]","[""ZO0271002710"",""ZO0678806788""]","107.98",2
"2019-11-09T18:40:19.000Z","[""Men's Clothing"",""Men's Shoes""]","[""ZO0588005880"",""ZO0388703887""]","76.98",2
"2019-11-09T18:38:53.000Z","[""Men's Shoes"",""Men's Clothing""]","[""ZO0508705087"",""ZO0427804278""]","72.98",2
"2019-11-09T18:08:38.000Z","[""Men's Clothing"",""Men's Accessories""]","[""ZO0548905489"",""ZO0316803168""]","40.98",2
"2019-11-09T18:04:19.000Z","[""Women's Shoes""]","[""ZO0132601326"",""ZO0243002430""]","84.98",2
"2019-11-09T17:52:48.000Z","[""Men's Clothing""]","[""ZO0622706227"",""ZO0584505845""]","64.98",2
"2019-11-09T17:49:55.000Z","[""Women's Shoes"",""Women's Clothing""]","[""ZO0246502465"",""ZO0032100321""]","102.98",2
"2019-11-09T17:39:50.000Z","[""Women's Shoes""]","[""ZO0021600216"",""ZO0031600316""]","57.98",2
"2019-11-09T17:19:41.000Z","[""Women's Shoes""]","[""ZO0014300143"",""ZO0249202492""]","101.98",2
"2019-11-09T16:45:07.000Z","[""Women's Clothing""]","[""ZO0649306493"",""ZO0490704907""]","44.98",2
"2019-11-09T16:37:55.000Z","[""Women's Clothing"",""Women's Accessories""]","[""ZO0354103541"",""ZO0196101961""]","118.98",2
"2019-11-09T16:32:10.000Z","[""Men's Clothing""]","[""ZO0412004120"",""ZO0274102741""]","89.98",2
"2019-11-09T16:29:17.000Z","[""Men's Accessories"",""Men's Shoes""]","[""ZO0126101261"",""ZO0483704837""]","176.98",2
"2019-11-09T16:27:50.000Z","[""Men's Accessories"",""Men's Shoes""]","[""ZO0602606026"",""ZO0522005220""]","48.98",2
"2019-11-09T16:09:07.000Z","[""Women's Shoes"",""Women's Clothing""]","[""ZO0324003240"",""ZO0711107111""]","126.98",2
"2019-11-09T16:00:29.000Z","[""Men's Shoes"",""Men's Clothing""]","[""ZO0682506825"",""ZO0594505945""]","100.98",2
"2019-11-09T15:44:38.000Z","[""Men's Clothing"",""Men's Shoes""]","[""ZO0589605896"",""ZO0257202572""]","95.98",2
"2019-11-09T15:44:38.000Z","[""Men's Shoes"",""Men's Clothing""]","[""ZO0394303943"",""ZO0556305563""]","70.98",2
"2019-11-09T15:37:26.000Z","[""Women's Clothing"",""Women's Accessories""]","[""ZO0651606516"",""ZO0078100781""]","28.98",2
"2019-11-09T15:23:02.000Z","[""Men's Clothing""]","[""ZO0528605286"",""ZO0578505785""]","51.98",2
"2019-11-09T14:47:02.000Z","[""Men's Clothing"",""Men's Accessories""]","[""ZO0525405254"",""ZO0310203102""]","37.98",2
"2019-11-09T14:31:12.000Z","[""Women's Shoes""]","[""ZO0369103691"",""ZO0378603786""]","109.98",2
"2019-11-09T14:16:48.000Z","[""Women's Accessories"",""Women's Shoes""]","[""ZO0097500975"",""ZO0017100171""]","55.98",2
"2019-11-09T14:15:22.000Z","[""Men's Shoes"",""Men's Clothing""]","[""ZO0388103881"",""ZO0540005400""]","74.98",2
"2019-11-09T14:13:55.000Z","[""Women's Clothing""]","[""ZO0646206462"",""ZO0065200652""]","39.98",2
"2019-11-09T13:50:53.000Z","[""Men's Shoes"",""Men's Clothing""]","[""ZO0397303973"",""ZO0410304103""]","70.98",2
"2019-11-09T13:50:53.000Z","[""Men's Shoes"",""Men's Clothing""]","[""ZO0403504035"",""ZO0121101211""]","64.98",2
"2019-11-09T13:48:00.000Z","[""Women's Clothing"",""Women's Shoes""]","[""ZO0332903329"",""ZO0008300083""]","78.98",2
"2019-11-09T13:43:41.000Z","[""Women's Clothing"",""Women's Shoes""]","[""ZO0266702667"",""ZO0680306803""]","126.98",2
"2019-11-09T13:39:22.000Z","[""Men's Clothing""]","[""ZO0440004400"",""ZO0130401304""]","27.98",2
"2019-11-09T13:35:02.000Z","[""Women's Clothing"",""Women's Accessories""]","[""ZO0082300823"",""ZO0306203062"",""ZO0094600946"",""ZO0158901589""]","132.96",4
"2019-11-09T13:33:36.000Z","[""Women's Clothing"",""Women's Accessories""]","[""ZO0631706317"",""ZO0192701927""]","22.98",2
"2019-11-09T12:53:17.000Z","[""Women's Clothing""]","[""ZO0040000400"",""ZO0503805038""]","99.98",2
"2019-11-09T12:50:24.000Z","[""Women's Clothing""]","[""ZO0100701007"",""ZO0651106511""]","46.98",2
"2019-11-09T12:43:12.000Z","[""Men's Clothing""]","[""ZO0287402874"",""ZO0453404534""]","61.98",2
"2019-11-09T12:14:24.000Z","[""Women's Clothing""]","[""ZO0052100521"",""ZO0498804988""]","49.98",2
"2019-11-09T12:11:31.000Z","[""Men's Clothing"",""Men's Accessories""]","[""ZO0557805578"",""ZO0463904639""]","85.98",2
"2019-11-09T12:07:12.000Z","[""Women's Clothing"",""Women's Shoes""]","[""ZO0181001810"",""ZO0378903789""]","81.98",2
"2019-11-09T12:04:19.000Z","[""Men's Shoes"",""Men's Clothing""]","[""ZO0515205152"",""ZO0300803008""]","49.98",2
"2019-11-09T11:41:17.000Z","[""Men's Clothing"",""Men's Accessories""]","[""ZO0120401204"",""ZO0598605986""]","27.98",2
"2019-11-09T11:34:05.000Z","[""Women's Clothing"",""Women's Shoes""]","[""ZO0043700437"",""ZO0139001390""]","82.98",2
"2019-11-09T11:21:07.000Z","[""Women's Clothing""]","[""ZO0231802318"",""ZO0501805018""]","49.98",2
"2019-11-09T11:19:41.000Z","[""Women's Clothing""]","[""ZO0636906369"",""ZO0150301503""]","22.98",2
"2019-11-09T11:12:29.000Z","[""Men's Clothing""]","[""ZO0278702787"",""ZO0425404254""]","49.98",2
"2019-11-09T11:08:10.000Z","[""Men's Clothing""]","[""ZO0274902749"",""ZO0293902939""]","63.98",2
"2019-11-09T10:48:00.000Z","[""Men's Shoes"",""Men's Clothing""]","[""ZO0403504035"",""ZO0295602956""]","68.98",2
"2019-11-09T10:29:17.000Z","[""Men's Accessories"",""Women's Accessories""]","[""ZO0603606036"",""ZO0608206082""]","36.98",2
"2019-11-09T10:26:24.000Z","[""Men's Clothing""]","[""ZO0281802818"",""ZO0130201302""]","31.98",2
"2019-11-09T09:59:02.000Z","[""Women's Shoes"",""Women's Clothing""]","[""ZO0326803268"",""ZO0059600596""]","95.98",2
"2019-11-09T09:51:50.000Z","[""Women's Shoes"",""Women's Clothing""]","[""ZO0374603746"",""ZO0041300413""]","134.98",2
"2019-11-09T09:48:58.000Z","[""Women's Clothing""]","[""ZO0333903339"",""ZO0151801518""]","57.98",2
"2019-11-09T09:46:05.000Z","[""Men's Clothing"",""Men's Accessories""]","[""ZO0429604296"",""ZO0465204652""]","78.98",2
"2019-11-09T09:40:19.000Z","[""Men's Clothing""]","[""ZO0562205622"",""ZO0110901109""]","39.98",2
"2019-11-09T09:25:55.000Z","[""Men's Clothing"",""Men's Accessories""]","[""ZO0435004350"",""ZO0472104721""]","49.98",2
"2019-11-09T09:12:58.000Z","[""Women's Clothing""]","[""ZO0338803388"",""ZO0334203342""]","106.98",2
"2019-11-09T08:57:07.000Z","[""Women's Shoes"",""Women's Accessories""]","[""ZO0373503735"",""ZO0206902069""]","91.98",2
"2019-11-09T08:47:02.000Z","[""Women's Clothing"",""Women's Accessories""]","[""ZO0040600406"",""ZO0356503565""]","83.98",2
"2019-11-09T08:35:31.000Z","[""Men's Accessories"",""Men's Shoes""]","[""ZO0701907019"",""ZO0519405194""]","149.98",2
"2019-11-09T08:15:22.000Z","[""Women's Clothing""]","[""ZO0172801728"",""ZO0115701157""]","99.98",2
"2019-11-09T07:59:31.000Z","[""Women's Accessories"",""Men's Clothing""]","[""ZO0703407034"",""ZO0275102751""]","144.98",2
"2019-11-09T07:58:05.000Z","[""Women's Clothing""]","[""ZO0055100551"",""ZO0149701497""]","26.98",2
"2019-11-09T07:52:19.000Z","[""Men's Clothing""]","[""ZO0539605396"",""ZO0525505255""]","70.98",2
"2019-11-09T07:29:17.000Z","[""Men's Clothing"",""Women's Accessories""]","[""ZO0115801158"",""ZO0701507015""]","96.98",2
"2019-11-09T07:27:50.000Z","[""Men's Shoes"",""Men's Clothing""]","[""ZO0255202552"",""ZO0560005600""]","71.98",2
"2019-11-09T07:24:58.000Z","[""Men's Clothing""]","[""ZO0590905909"",""ZO0279902799""]","45.98",2
"2019-11-09T07:06:14.000Z","[""Women's Shoes"",""Women's Clothing""]","[""ZO0371003710"",""ZO0150601506""]","62.98",2
"2019-11-09T07:01:55.000Z","[""Men's Clothing"",""Men's Shoes""]","[""ZO0426904269"",""ZO0520305203""]","82.98",2
"2019-11-09T06:51:50.000Z","[""Women's Shoes"",""Women's Clothing""]","[""ZO0004900049"",""ZO0633806338""]","36.98",2
"2019-11-09T06:36:00.000Z","[""Men's Clothing""]","[""ZO0282102821"",""ZO0554405544""]","36.98",2
"2019-11-09T06:18:43.000Z","[""Women's Shoes""]","[""ZO0674206742"",""ZO0326303263""]","159.98",2
"2019-11-09T05:55:41.000Z","[""Men's Shoes"",""Men's Clothing""]","[""ZO0403504035"",""ZO0595005950""]","74.98",2
"2019-11-09T05:49:55.000Z","[""Women's Shoes"",""Women's Accessories""]","[""ZO0360503605"",""ZO0194501945""]","88.98",2
"2019-11-09T05:35:31.000Z","[""Women's Clothing""]","[""ZO0349203492"",""ZO0173801738""]","53.98",2
"2019-11-09T05:35:31.000Z","[""Men's Accessories"",""Men's Clothing""]","[""ZO0313403134"",""ZO0587105871""]","42.98",2
"2019-11-09T05:15:22.000Z","[""Men's Accessories"",""Men's Clothing""]","[""ZO0460804608"",""ZO0523905239""]","31.98",2
"2019-11-09T05:15:22.000Z","[""Women's Accessories"",""Women's Clothing""]","[""ZO0091700917"",""ZO0635406354""]","38.98",2
"2019-11-09T05:11:02.000Z","[""Women's Clothing""]","[""ZO0353003530"",""ZO0637006370""]","67.98",2
"2019-11-09T04:50:53.000Z","[""Women's Shoes"",""Women's Clothing""]","[""ZO0030300303"",""ZO0360003600"",""ZO0632906329"",""ZO0650906509""]","167.96",4
"2019-11-09T04:50:53.000Z","[""Men's Clothing""]","[""ZO0564705647"",""ZO0481004810""]","18.98",2
"2019-11-09T04:30:43.000Z","[""Women's Clothing""]","[""ZO0222302223"",""ZO0223502235""]","35.98",2
"2019-11-09T04:29:17.000Z","[""Men's Clothing"",""Men's Accessories""]","[""ZO0610806108"",""ZO0316803168""]","46.98",2
"2019-11-09T04:10:34.000Z","[""Men's Shoes"",""Men's Clothing""]","[""ZO0254702547"",""ZO0457804578""]","89.98",2
"2019-11-09T03:53:17.000Z","[""Men's Clothing""]","[""ZO0442504425""]","23.98",2
"2019-11-09T03:50:24.000Z","[""Women's Accessories"",""Men's Clothing""]","[""ZO0701707017"",""ZO0440404404""]","90.98",2
"2019-11-09T03:48:58.000Z","[""Women's Shoes"",""Women's Clothing""]","[""ZO0242602426"",""ZO0336103361""]","82.98",2
"2019-11-09T03:15:50.000Z","[""Women's Clothing"",""Women's Shoes""]","[""ZO0162401624"",""ZO0375203752""]","76.98",2
"2019-11-09T03:15:50.000Z","[""Men's Clothing""]","[""ZO0428604286"",""ZO0119601196""]","68.98",2
"2019-11-09T03:12:58.000Z","[""Men's Accessories"",""Men's Clothing""]","[""ZO0310403104"",""ZO0595005950""]","45.98",2
"2019-11-09T02:55:41.000Z","[""Men's Clothing""]","[""ZO0541905419"",""ZO0628306283""]","51.98",2
"2019-11-09T02:36:58.000Z","[""Men's Clothing""]","[""ZO0456404564"",""ZO0535605356""]","45.98",2
"2019-11-09T02:32:38.000Z","[""Men's Clothing""]","[""ZO0109901099"",""ZO0277802778""]","57.98",2
"2019-11-09T02:28:19.000Z","[""Men's Clothing""]","[""ZO0585605856"",""ZO0549505495""]","32.98",2
"2019-11-09T02:25:26.000Z","[""Men's Clothing""]","[""ZO0413404134"",""ZO0437204372""]","40.98",2
"2019-11-09T02:15:22.000Z","[""Women's Clothing""]","[""ZO0633106331"",""ZO0495904959""]","36.98",2
"2019-11-09T02:11:02.000Z","[""Men's Accessories"",""Men's Shoes"",""Men's Clothing""]","[""ZO0601506015"",""ZO0507505075"",""ZO0549605496"",""ZO0114701147""]","89.96",4
"2019-11-09T02:03:50.000Z","[""Men's Shoes"",""Men's Clothing""]","[""ZO0403504035"",""ZO0558905589""]","64.98",2
"2019-11-09T01:56:38.000Z","[""Men's Shoes"",""Men's Accessories""]","[""ZO0394603946"",""ZO0608406084""]","38.98",2
"2019-11-09T01:45:07.000Z","[""Men's Clothing""]","[""ZO0613406134"",""ZO0436304363""]","18.98",2
"2019-11-09T01:43:41.000Z","[""Women's Clothing""]","[""ZO0348503485"",""ZO0059100591""]","58.98",2
"2019-11-09T01:42:14.000Z","[""Men's Clothing""]","[""ZO0569205692"",""ZO0664006640""]","20.98",2
"2019-11-09T01:42:14.000Z","[""Men's Clothing"",""Men's Shoes""]","[""ZO0664706647"",""ZO0506005060""]","41.98",2
"2019-11-09T01:32:10.000Z","[""Women's Clothing""]","[""ZO0065400654"",""ZO0158701587""]","35.98",2
"2019-11-09T01:32:10.000Z","[""Women's Clothing"",""Women's Accessories""]","[""ZO0641506415"",""ZO0086200862"",""ZO0071500715"",""ZO0085700857""]","88.96",4
"2019-11-09T00:54:43.000Z","[""Women's Clothing"",""Women's Shoes""]","[""ZO0339803398"",""ZO0009700097""]","84.98",2
"2019-11-09T00:50:24.000Z","[""Women's Clothing"",""Women's Accessories""]","[""ZO0639506395"",""ZO0083000830""]","24.98",2
"2019-11-09T00:14:24.000Z","[""Women's Shoes"",""Women's Clothing""]","[""ZO0383203832"",""ZO0642806428""]","70.98",2
"2019-11-09T00:14:24.000Z","[""Women's Shoes"",""Women's Accessories""]","[""ZO0013200132"",""ZO0093800938""]","68.98",2
"2019-11-09T00:01:26.000Z","[""Women's Clothing""]","[""ZO0063800638"",""ZO0165301653""]","38.98",2
"2019-11-08T23:49:55.000Z","[""Women's Clothing"",""Women's Shoes""]","[""ZO0649706497"",""ZO0249202492""]","73.98",2
"2019-11-08T23:49:55.000Z","[""Men's Clothing"",""Men's Shoes""]","[""ZO0591005910"",""ZO0116501165"",""ZO0507505075"",""ZO0514305143""]","89.96",4
"2019-11-08T23:29:46.000Z","[""Men's Clothing""]","[""ZO0525005250"",""ZO0547205472""]","43.98",2
"2019-11-08T22:55:12.000Z","[""Men's Clothing"",""Men's Accessories""]","[""ZO0522905229"",""ZO0608606086""]","58.98",2
"2019-11-08T22:50:53.000Z","[""Women's Clothing"",""Women's Accessories""]","[""ZO0178001780"",""ZO0078400784""]","53.98",2
"2019-11-08T22:43:41.000Z","[""Women's Clothing"",""Women's Accessories""]","[""ZO0271102711"",""ZO0081300813""]","49.98",2
"2019-11-08T22:40:48.000Z","[""Women's Clothing""]","[""ZO0640906409"",""ZO0660206602""]","35.98",2
"2019-11-08T22:26:24.000Z","[""Women's Shoes"",""Women's Clothing""]","[""ZO0244802448"",""ZO0105701057""]","97.98",2
"2019-11-08T22:13:26.000Z","[""Men's Clothing""]","[""ZO0275202752"",""ZO0574405744""]","84.98",2
"2019-11-08T21:57:36.000Z","[""Women's Clothing"",""Women's Shoes""]","[""ZO0268202682"",""ZO0048200482"",""ZO0134801348"",""ZO0668406684""]","199.96",4
"2019-11-08T21:51:50.000Z","[""Men's Clothing""]","[""ZO0289202892"",""ZO0432304323""]","159.98",2
"2019-11-08T21:41:46.000Z","[""Men's Accessories"",""Men's Clothing""]","[""ZO0462004620"",""ZO0568005680""]","32.98",2
"2019-11-08T21:41:46.000Z","[""Women's Accessories"",""Women's Clothing""]","[""ZO0700107001"",""ZO0341303413""]","114.98",2
"2019-11-08T21:34:34.000Z","[""Men's Clothing"",""Men's Shoes"",""Men's Accessories""]","[""ZO0291402914"",""ZO0483804838"",""ZO0460304603"",""ZO0443904439""]","392.96",4
"2019-11-08T21:30:14.000Z","[""Men's Clothing"",""Men's Accessories""]","[""ZO0276302763"",""ZO0701407014""]","24.98",2
"2019-11-08T21:17:17.000Z","[""Men's Accessories"",""Men's Clothing""]","[""ZO0126901269"",""ZO0563705637""]","40.98",2
"2019-11-08T21:14:24.000Z","[""Men's Clothing"",""Men's Shoes""]","[""ZO0533105331"",""ZO0384703847""]","53.98",2
"2019-11-08T20:58:34.000Z","[""Men's Clothing""]","[""ZO0581705817"",""ZO0448804488""]","45.98",2
"2019-11-08T20:58:34.000Z","[""Women's Shoes"",""Women's Clothing""]","[""ZO0377603776"",""ZO0050500505""]","82.98",2
"2019-11-08T20:42:43.000Z","[""Men's Accessories"",""Men's Clothing""]","[""ZO0471504715"",""ZO0524405244""]","62.98",2
"2019-11-08T20:42:43.000Z","[""Men's Clothing""]","[""ZO0584205842"",""ZO0299102991""]","51.98",2
"2019-11-08T20:41:17.000Z","[""Women's Accessories"",""Women's Shoes""]","[""ZO0094200942"",""ZO0376603766""]","66.98",2
"2019-11-08T20:36:58.000Z","[""Men's Clothing""]","[""ZO0116701167"",""ZO0618106181""]","27.98",2
"2019-11-08T20:31:12.000Z","[""Men's Clothing"",""Men's Shoes""]","[""ZO0121701217"",""ZO0680806808""]","82.98",2
"2019-11-08T20:12:29.000Z","[""Women's Shoes"",""Women's Accessories""]","[""ZO0371803718"",""ZO0195401954""]","52.98",2
"2019-11-08T20:02:24.000Z","[""Women's Clothing"",""Women's Accessories""]","[""ZO0337303373"",""ZO0079600796""]","78.98",2
"2019-11-08T20:00:58.000Z","[""Women's Shoes"",""Women's Clothing""]","[""ZO0668706687"",""ZO0494004940"",""ZO0326003260"",""ZO0644206442""]","149.96",4
"2019-11-08T19:56:38.000Z","[""Women's Clothing""]","[""ZO0265302653"",""ZO0348203482""]","61.98",2
"2019-11-08T19:55:12.000Z","[""Women's Shoes"",""Women's Clothing""]","[""ZO0376403764"",""ZO0050800508""]","78.98",2
"2019-11-08T19:36:29.000Z","[""Men's Shoes"",""Men's Accessories""]","[""ZO0513005130"",""ZO0463704637""]","89.98",2
"2019-11-08T19:19:12.000Z","[""Men's Clothing"",""Men's Shoes""]","[""ZO0413604136"",""ZO0509005090""]","46.98",2
"2019-11-08T19:19:12.000Z","[""Women's Shoes"",""Women's Clothing""]","[""ZO0238502385"",""ZO0650406504""]","85.98",2
"2019-11-08T18:56:10.000Z","[""Women's Shoes"",""Women's Clothing""]","[""ZO0025000250"",""ZO0232702327""]","66.98",2
"2019-11-08T18:51:50.000Z","[""Men's Clothing""]","[""ZO0280002800"",""ZO0583105831""]","43.98",2
"2019-11-08T18:46:05.000Z","[""Men's Shoes""]","[""ZO0686106861"",""ZO0403504035""]","114.98",2
"2019-11-08T18:41:46.000Z","[""Men's Clothing""]","[""ZO0473104731"",""ZO0274302743""]","76.98",2
"2019-11-08T18:40:19.000Z","[""Men's Clothing""]","[""ZO0618306183"",""ZO0563105631""]","20.98",2
"2019-11-08T18:38:53.000Z","[""Men's Shoes"",""Women's Accessories""]","[""ZO0683106831"",""ZO0317803178""]","98.98",2
"2019-11-08T18:36:00.000Z","[""Women's Clothing"",""Women's Shoes""]","[""ZO0106301063"",""ZO0703507035""]","99.98",2
"2019-11-08T18:07:12.000Z","[""Women's Shoes""]","[""ZO0666206662"",""ZO0673206732""]","154.98",2
"2019-11-08T17:57:07.000Z","[""Men's Shoes"",""Men's Clothing""]","[""ZO0403504035"",""ZO0438304383""]","60.98",2
"2019-11-08T17:25:26.000Z","[""Men's Clothing""]","[""ZO0616806168"",""ZO0551805518""]","18.98",2
"2019-11-08T17:16:48.000Z","[""Men's Shoes""]","[""ZO0482504825"",""ZO0481304813""]","309.98",2
"2019-11-08T17:13:55.000Z","[""Women's Accessories"",""Women's Clothing""]","[""ZO0079700797"",""ZO0168201682""]","33.98",2
